Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
CQE / SQE ENGINEER,"501-1,000 employees","Manufacturing, Transport & Logistics",Johor Bahru, Johor,Malaysia,1/27/2024,Quality Assurance & Control
Process Engineer,"501-1,000 employees",Engineering,Shah Alam/Subang,Selangor,Malaysia,1/27/2024,Process Engineering
Operation Officer (Cruise),"501-1,000 employees",Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Sales Coordinators
Customer Service Specialist,"501-1,000 employees",Call Centre & Customer Service,Bangsar South, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Customer Service - Call Centre
Customer Service Executive,"501-1,000 employees",Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Client & Sales Administration
Online Interpreter/Translator - Work From Home,"501-1,000 employees",Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Customer Service - Call Centre
[Travel Industry] Mandarin Customer Service - Immediate Hiring,"501-1,000 employees",Call Centre & Customer Service, Petaling Jaya,Selangor,Malaysia,1/27/2024,Customer Service - Call Centre
Credit Control Executive,"501-1,000 employees",Accounting,Shah Alam/Subang,Selangor,Malaysia,1/27/2024,Accounts Receivable/Credit Control
ACCOUNT EXECUTIVE,"501-1,000 employees",Accounting,Johor Bahru, Johor,Malaysia,1/27/2024,Bookkeeping & Small Practice Accounting
IT Applications Executive,"501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Networks & Systems Administration
Mandarin Customer Service,"501-1,000 employees",Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,1/27/2024,Customer Service - Call Centre
Site Engineer - Immediate Vacancy,"501-1,000 employees",Engineering, Petaling Jaya,Selangor,Malaysia,1/27/2024,Civil/Structural Engineering
Jewellery Sales Advisor,"501-1,000 employees",Retail & Consumer Products,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Retail Assistants
SALES & MARKETING EXECUTIVE,"501-1,000 employees",Marketing & Communications,Petaling,Selangor,Malaysia,,Marketing Communications
Marketing Executive,"501-1,000 employees",Marketing & Communications,Petaling,Selangor,Malaysia,,Marketing Communications
SUPPLY CHAIN MANAGEMENT EXECUTIVE,"501-1,000 employees","Manufacturing, Transport & Logistics",Petaling,Selangor,Malaysia,,"Purchasing, Procurement & Inventory"
Franchise Executive,"501-1,000 employees",Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Account & Relationship Management
Finance / Tax Supervisor,"501-1,000 employees",Accounting,Bangsar South, Federal Territory of Kuala Lumpur,Malaysia,,Taxation
Sales Engineer,"501-1,000 employees",Sales,Semenyih,Selangor,Malaysia,,New Business Development
Technician,"501-1,000 employees",Trades & Services,Shah Alam/Subang,Selangor,Malaysia,,Technicians
Sales Coordinator,"501-1,000 employees",Administration & Office Support,Seberang Perai,Pulau Pinang,Malaysia,,Client & Sales Administration
Graphic Designer (Based in Petaling Jaya),"501-1,000 employees",Design & Architecture,Petaling,Selangor,Malaysia,,Graphic Design
Sales Coordinator,"501-1,000 employees",Sales,Pontian,Johor,Malaysia,,Sales Coordinators
SALES EXECUTIVE CONSUMER PRODUCT SALES (Johor Bahru),"501-1,000 employees",Sales,Johor Bahru, Johor,Malaysia,,Account & Relationship Management
Personal Assistant to COO (PA),"501-1,000 employees",Administration & Office Support, Petaling Jaya,Selangor,Malaysia,,"PA, EA & Secretarial"
Professional Medical Representative (Penang Ipoh Johor KL Seremban Kelantan),"501-1,000 employees",Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Sales Representatives/Consultants
Operations & Logisitc Coordinator,"501-1,000 employees","Manufacturing, Transport & Logistics",Klang,Selangor,Malaysia,,Fleet Management
EHS Executive,"501-1,000 employees",Engineering,Kulai,Johor,Malaysia,,Environmental Engineering
Sales Executive / Sales Engineer,"501-1,000 employees",Sales,Senawang,Negeri Sembilan,Malaysia,,Sales Representatives/Consultants
Halal Executive,"501-1,000 employees","Manufacturing, Transport & Logistics",Gombak,Selangor,Malaysia,,Assembly & Process Work
Full Stack Developer,"501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Developers/Programmers
Telemarketing,"501-1,000 employees",Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Sales - Outbound
Audit Associate and Interns,"501-1,000 employees",Accounting,Petaling,Selangor,Malaysia,,Audit - External
Materials Planner,"501-1,000 employees",Sales,Bayan Lepas,Pulau Pinang,Malaysia,,Account & Relationship Management
Customs Broker,"501-1,000 employees","Manufacturing, Transport & Logistics",Bayan Lepas,Pulau Pinang,Malaysia,,Import/Export & Customs
Operational Risk Management - Banking (ID:598419),"501-1,000 employees",Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Compliance & Risk
Head of Marketing,"501-1,000 employees",Marketing & Communications,Petaling,Selangor,Malaysia,,Marketing Communications
IT EXECUTIVE,"501-1,000 employees",Information & Communication Technology,Shah Alam/Subang,Selangor,Malaysia,,Management
Assistant Manager - Sales Admin & Credit Control,"501-1,000 employees",Real Estate & Property,Sentul, Federal Territory of Kuala Lumpur,Malaysia,,Administration
WAREHOUSE MANAGER,"501-1,000 employees","Manufacturing, Transport & Logistics",Shah Alam/Subang,Selangor,Malaysia,,"Warehousing, Storage & Distribution"
Admin Clerk,"501-1,000 employees",Administration & Office Support,Klang,Selangor,Malaysia,,Data Entry & Word Processing
Site Engineer,"501-1,000 employees",Real Estate & Property,Mont Kiara, Federal Territory of Kuala Lumpur,Malaysia,,Body Corporate & Facilities Management
ADMIN E-PEROLEHAN,"501-1,000 employees",Construction,Alor Gajah,Melaka,Malaysia,,Surveying
Warehouse    Asst. /  General Worker,"501-1,000 employees",Retail & Consumer Products,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Retail Assistants
"Warehouse  Worker  (  Balakong , Selangor )","501-1,000 employees",Retail & Consumer Products, Petaling Jaya,Selangor,Malaysia,,Retail Assistants
Warehouse & Logistic Assistant Manager,"501-1,000 employees","Manufacturing, Transport & Logistics",Seremban,Negeri Sembilan,Malaysia,,"Warehousing, Storage & Distribution"
Assistant Manager / Manager - Sales & Marketing,"501-1,000 employees",Hospitality & Tourism,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Management
Technical Support Engineer - Level 2,"501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Help Desk & IT Support
"CIVIL / STRUCTURAL ENGINEER (based in Yokohama/Okinawa, Japan)","501-1,000 employees",Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Civil/Structural Engineering
"Deputy Manager/ Senior Executive, HR (TA)","501-1,000 employees",Human Resources & Recruitment,Petaling,Selangor,Malaysia,,Recruitment - Internal
Purchasing Executive,"501-1,000 employees","Manufacturing, Transport & Logistics",Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,"Purchasing, Procurement & Inventory"
"Director of Finance (based in Tokyo/Okinawa, Japan)","501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Management
Assistant Manager - Human Resource,"501-1,000 employees",Human Resources & Recruitment,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Management - Internal
"General Manager (based in Yokohama/Okinawa, Japan)","501-1,000 employees",CEO & General Management,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,General/Business Unit Manager
"Assistant Manager, Cyber Security (Banking) (ID: 598420)","501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Security
"MECHANICAL / ELECTRICAL ENGINEER (based in Yokohama/Okinawa, Japan)","501-1,000 employees",Engineering,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Electrical/Electronic Engineering
Marketing Executive,"501-1,000 employees",Marketing & Communications,Bangsar South, Federal Territory of Kuala Lumpur,Malaysia,,Marketing Communications
Aftermarket Manager,"501-1,000 employees",Engineering,Kuantan,Pahang,Malaysia,,Management
Senior Intercompany Accountant,"501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Financial Accounting & Reporting
Receptionist,"501-1,000 employees",Administration & Office Support,Johor Bahru, Johor,Malaysia,,Receptionists
Payroll & Billing Administrator,"501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Payroll
"Regulatory Compliance, Senior Executive","501-1,000 employees",Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Compliance & Risk
marketing executive,"501-1,000 employees",Marketing & Communications,Kota Kinabalu,Sabah,Malaysia,,Marketing Communications
Digital Marketing Manager,"501-1,000 employees",Marketing & Communications,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Digital & Search Marketing
Civil & Structure Engineer,"501-1,000 employees",Engineering,Bayan Lepas,Pulau Pinang,Malaysia,,Civil/Structural Engineering
Art Teacher,"501-1,000 employees",Education & Training,Petaling,Selangor,Malaysia,,Workplace Training & Assessment
Facilities Mechanical Engineer,"501-1,000 employees",Engineering,Bayan Lepas,Pulau Pinang,Malaysia,,Mechanical Engineering
Junior Front-end Developer,"501-1,000 employees",Information & Communication Technology,Alor Gajah,Melaka,Malaysia,,Developers/Programmers
"Social Content Lead - Listing & Content, MY Marketplace","501-1,000 employees","Manufacturing, Transport & Logistics",Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Quality Assurance & Control
Full-Stack Software Engineer / Programmer,"501-1,000 employees",Information & Communication Technology,Alor Gajah,Melaka,Malaysia,,Developers/Programmers
"Intern, Marketing & Analytics","501-1,000 employees",Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Compliance & Risk
Digital Marketing Executive (Video Content),"501-1,000 employees",Marketing & Communications,Alor Gajah,Melaka,Malaysia,,Digital & Search Marketing
"Executive, Marketing","501-1,000 employees",Marketing & Communications,Shah Alam/Subang,Selangor,Malaysia,,Marketing Communications
Junior Back-end C# Developer,"501-1,000 employees",Information & Communication Technology,Alor Gajah,Melaka,Malaysia,,Developers/Programmers
Malaysia - Sales Engineer,"501-1,000 employees",Engineering, Petaling Jaya,Selangor,Malaysia,,Management
"Quality Assurance Lead - Listing & Content, MY Marketplace","501-1,000 employees","Manufacturing, Transport & Logistics",Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Quality Assurance & Control
"Trainer Lead - Listing & Content, MY Marketplace","501-1,000 employees","Manufacturing, Transport & Logistics",Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Quality Assurance & Control
ASIC Physical Design Staff Engineer,"501-1,000 employees",Engineering,Bayan Lepas,Pulau Pinang,Malaysia,,Electrical/Electronic Engineering
IT ENGINEER / DEVELOPER â€“ GRADE F41/F44,"501-1,000 employees",Information & Communication Technology,Bayan Lepas,Pulau Pinang,Malaysia,,Engineering - Software
Quantity Surveyor,"501-1,000 employees",Construction,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Surveying
Game Ambassador (Global Market),"501-1,000 employees",Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Customer Service - Call Centre
Telemarketing Executive,"501-1,000 employees",Call Centre & Customer Service,Bangsar South, Federal Territory of Kuala Lumpur,Malaysia,,Sales - Outbound
Admin Executive cum Customer services,"501-1,000 employees",Administration & Office Support,Petaling,Selangor,Malaysia,,Administrative Assistants
Skilled Operator Technician,"501-1,000 employees","Manufacturing, Transport & Logistics",Petaling,Selangor,Malaysia,,Machine Operators
Consulting Analyst - Marketing & Commerce (Marketing Analytics) - Malaysia,"501-1,000 employees",Marketing & Communications,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Market Research & Analysis
Sr Field Quality Engineer,"501-1,000 employees","Manufacturing, Transport & Logistics",Bayan Lepas,Pulau Pinang,Malaysia,,Quality Assurance & Control
Marketing & Sales Specialist,"501-1,000 employees",Marketing & Communications,Petaling,Selangor,Malaysia,,Marketing Assistants/Coordinators
Sales Coordinator Executive,"501-1,000 employees",Sales,Shah Alam/Subang,Selangor,Malaysia,,Sales Coordinators
IT Engineer (70001),"501-1,000 employees",Information & Communication Technology, Petaling Jaya,Selangor,Malaysia,,Networks & Systems Administration
REGIONAL SALES MANAGER,"501-1,000 employees",Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Sales Representatives/Consultants
Social Media Content Creator,"501-1,000 employees",Marketing & Communications,Seremban,Negeri Sembilan,Malaysia,,Marketing Communications
Commerce Teacher (Cover Teacher),"501-1,000 employees",Education & Training,Petaling,Selangor,Malaysia,,Teaching - Secondary
Stowage Planner,"501-1,000 employees","Manufacturing, Transport & Logistics",Klang,Selangor,Malaysia,,"Production, Planning & Scheduling"
Maintenance Technician,"501-1,000 employees",Trades & Services,Gombak,Selangor,Malaysia,,"Fitters, Turners & Machinists"
Merchandising Executive,"501-1,000 employees",Retail & Consumer Products,Petaling,Selangor,Malaysia,,Merchandisers
Ltitigation Clerk,"501-1,000 employees",Administration & Office Support,Georgetown,Pulau Pinang,Malaysia,,Administrative Assistants
Principal Engineer WBG Technical Problem Solving Expert,"501-1,000 employees",Engineering,Kulim,Kedah,Malaysia,,Management
Procurement Officer / Executive,"501-1,000 employees","Manufacturing, Transport & Logistics",Georgetown,Pulau Pinang,Malaysia,,"Purchasing, Procurement & Inventory"
CELCOMDIGI CUSTOMER CARE CONSULTANT (SHAH ALAM) - FEBRUARY 2024 INTAKE !!!,"501-1,000 employees",Call Centre & Customer Service,Shah Alam/Subang,Selangor,Malaysia,,Customer Service - Call Centre
Project Sales Engineer,"501-1,000 employees",Sales,Kajang/Bangi/Serdang,Selangor,Malaysia,,Sales Representatives/Consultants
NURSE MANAGER,"501-1,000 employees",Healthcare & Medical,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Nursing - Management
Account Clerks,"501-1,000 employees",Accounting,Seberang Perai,Pulau Pinang,Malaysia,,Bookkeeping & Small Practice Accounting
Business Development Executive - In Line with AU,"501-1,000 employees",Sales,Johor Bahru, Johor,Malaysia,,New Business Development
Manager - Assurance,"501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Audit - External
Waiter/Waitress,"501-1,000 employees",Hospitality & Tourism,Seremban,Negeri Sembilan,Malaysia,,Waiting Staff
Senior Associate - Assurance,"501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Audit - External
Guest Service Officer,"501-1,000 employees",Hospitality & Tourism,Seremban,Negeri Sembilan,Malaysia,,Front Office & Guest Services
F&B Cashier,"501-1,000 employees",Retail & Consumer Products,Seremban,Negeri Sembilan,Malaysia,,Retail Assistants
Aftermarket Sales Executive,"501-1,000 employees",Sales,Shah Alam/Subang,Selangor,Malaysia,,New Business Development
handyman,"501-1,000 employees",Trades & Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Maintenance & Handyperson Services
Senior Accountant,"501-1,000 employees",Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Financial Accounting & Reporting
Test Engineer,"501-1,000 employees",Engineering,Georgetown,Pulau Pinang,Malaysia,,Electrical/Electronic Engineering
Tutor,"501-1,000 employees",Education & Training,Kuala Langat,Selangor,Malaysia,,Tutoring
Senior Finance Executive,"501-1,000 employees",Accounting,Seremban,Negeri Sembilan,Malaysia,,Financial Accounting & Reporting
Sales Engineer - Industrial/Trading/Manufacturing (ID: 596351),"501-1,000 employees",Sales,Taman Desa, Federal Territory of Kuala Lumpur,Malaysia,,Account & Relationship Management
Secretary to General Manager,"501-1,000 employees",Administration & Office Support,Petaling,Selangor,Malaysia,,"PA, EA & Secretarial"
Software Project Manager,"501-1,000 employees",Information & Communication Technology,Muar,Johor,Malaysia,,Programme & Project Management
"Shift Facility Engineer, Data Centre - based in Sedenak (Johor)","501-1,000 employees",Real Estate & Property,Kulai,Johor,Malaysia,,Body Corporate & Facilities Management
Customer Experience Consultant (UIUX),"501-1,000 employees",Design & Architecture,Petaling,Selangor,Malaysia,,Web & Interaction Design
"Executive, Trade Support","501-1,000 employees",Trades & Services,Shah Alam/Subang,Selangor,Malaysia,,Other
Customer Service Executive,"501-1,000 employees",Call Centre & Customer Service,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Customer Service - Customer Facing
"Manager, Finance (Regulatory Reporting)","501-1,000 employees",Banking & Financial Services,Bukit Damansara, Federal Territory of Kuala Lumpur,Malaysia,,Analysis & Reporting
Interior Designer,"501-1,000 employees",Design & Architecture,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Interior Design
Beauty Advisor,"501-1,000 employees",Retail & Consumer Products,Georgetown,Pulau Pinang,Malaysia,,Retail Assistants
Restaurant Manager,"501-1,000 employees",Hospitality & Tourism,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Management
"SALES & DIGITAL MARKETING ASSISTANT MANAGER, NLSB","501-1,000 employees",Sales,Seremban,Negeri Sembilan,Malaysia,,Account & Relationship Management
"Shift A4 Chargeman, Data Centre - Based in Sedenak (Johor)","501-1,000 employees",Information & Communication Technology,Kulai,Johor,Malaysia,,Help Desk & IT Support
Operation Manager,"501-1,000 employees","Manufacturing, Transport & Logistics",Seberang Perai,Pulau Pinang,Malaysia,,Management
Strategic Account Manager (IT Solutions),"501-1,000 employees",Sales,Shah Alam/Subang,Selangor,Malaysia,,Account & Relationship Management
Cloud Transformation Executive,"501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Developers/Programmers
"Community Curator, 42 Penang (40008)","501-1,000 employees",Marketing & Communications,Georgetown,Pulau Pinang,Malaysia,,Marketing Communications
Sales Executive (To Be Based In PG),"501-1,000 employees",Sales,Georgetown,Pulau Pinang,Malaysia,,Sales Representatives/Consultants
Facilities Operation Manager cum B0 Chargeman (11kV),"501-1,000 employees",Engineering,Petaling,Selangor,Malaysia,,Electrical/Electronic Engineering
Business Analyst (Retail),"501-1,000 employees",Retail & Consumer Products,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Planning
Senior Business Operations Associate,"501-1,000 employees",Consulting & Strategy,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Other
IT SUPPORT EXECUTIVE,"501-1,000 employees",Information & Communication Technology,Petaling,Selangor,Malaysia,,Management
Facilities Compliance Manager,"501-1,000 employees",Engineering,Johor Bahru, Johor,Malaysia,,Maintenance
"Sea Logistics Customer Care Specialist, Import","501-1,000 employees","Manufacturing, Transport & Logistics",Shah Alam/Subang,Selangor,Malaysia,,Freight/Cargo Forwarding
Personal Assistant,"501-1,000 employees",Administration & Office Support,Kota Kinabalu,Sabah,Malaysia,,"PA, EA & Secretarial"
"Specialist, Digital Marketing","501-1,000 employees",Sales,Sepang,Selangor,Malaysia,,Account & Relationship Management
Production Manager (Film and Video),"501-1,000 employees",Design & Architecture,Seberang Perai,Pulau Pinang,Malaysia,,Industrial Design
ISUZU Service Advisor,"501-1,000 employees",Call Centre & Customer Service,Miri,Sarawak,Malaysia,,Customer Service - Customer Facing
Admin Associate - Mantanani Island Resort,"501-1,000 employees",Administration & Office Support,Kota Belud,Sabah,Malaysia,,Administrative Assistants
Production Retail Packaging Designer,"501-1,000 employees",Design & Architecture,Seberang Perai,Pulau Pinang,Malaysia,,Graphic Design
Project Specialist,"501-1,000 employees",Administration & Office Support,Seberang Perai,Pulau Pinang,Malaysia,,Data Entry & Word Processing
"Administrative Assistant 4, Administration","501-1,000 employees",Administration & Office Support,Seberang Perai,Pulau Pinang,Malaysia,,Administrative Assistants
Product Marketing Manager - Regional Interlock (NPI),"501-1,000 employees",Marketing & Communications,Seberang Perai,Pulau Pinang,Malaysia,,Product Management & Development
"Full Stack Senior Developer (Local, Mandarin, Laravel, VueJS)","501-1,000 employees",Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Developers/Programmers
CUSTOMER SERVICE,"501-1,000 employees",Hospitality & Tourism,Georgetown,Pulau Pinang,Malaysia,,Front Office & Guest Services
"Director, Process Engineering","501-1,000 employees",Engineering,Seberang Perai,Pulau Pinang,Malaysia,,Process Engineering
ISUZU Service Technician,"501-1,000 employees",Trades & Services,Miri,Sarawak,Malaysia,,Automotive Trades
Supply Chain & Halal Executive (F&B Industry),"501-1,000 employees","Manufacturing, Transport & Logistics",Petaling,Selangor,Malaysia,,"Purchasing, Procurement & Inventory"
"Chargeman, Facilities","501-1,000 employees",Real Estate & Property,Georgetown,Pulau Pinang,Malaysia,,Body Corporate & Facilities Management
Admin Assistant,"501-1,000 employees",Administration & Office Support,Georgetown,Pulau Pinang,Malaysia,,Administrative Assistants
Project Engineer (M&E) located at Penang,"501-1,000 employees",Engineering,Georgetown,Pulau Pinang,Malaysia,,Electrical/Electronic Engineering
Procurement Manager,"501-1,000 employees","Manufacturing, Transport & Logistics",Seberang Perai,Pulau Pinang,Malaysia,,"Purchasing, Procurement & Inventory"
Design Engineer (5-Day Work Week in Beranang),"501-1,000 employees",Engineering,Semenyih,Selangor,Malaysia,,Electrical/Electronic Engineering
Finance Manager,"501-1,000 employees",Accounting,Johor Bahru, Johor,Malaysia,,Financial Accounting & Reporting
Intern Content Creator,"501-1,000 employees",Marketing & Communications,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Marketing Assistants/Coordinators
"Payroll Officer (Australia, New Zealand and Pacific Islands)","501-1,000 employees",Accounting,Petaling,Selangor,Malaysia,,Payroll
HR Payroll Executive,"501-1,000 employees",Human Resources & Recruitment,Johor Bahru, Johor,Malaysia,,Remuneration & Benefits
QA ENGINEER,"501-1,000 employees","Manufacturing, Transport & Logistics",Johor Bahru, Johor,Malaysia,,Quality Assurance & Control
Admin,201-500 employees ,Administration & Office Support,Cheras, Federal Territory of Kuala Lumpur,Malaysia,,Data Entry & Word Processing
Admin,201-500 employees ,Administration & Office Support,Petaling Jaya,Sarawak,Malaysia,,Data Entry & Word Processing
Admin,201-500 employees ,Administration & Office Support,Petaling Jaya,Kedah,Malaysia,,Data Entry & Word Processing
Lifeguards,201-500 employees ,Healthcare & Medical,Georgetown,Pulau Pinang,Malaysia,,"Nursing - A&E, Critical Care & ICU"
Test Process Technician,201-500 employees ,Engineering,Seberang Perai,Pulau Pinang,Malaysia,,Electrical/Electronic Engineering
EDT Technician,201-500 employees ,Engineering,Seberang Perai,Pulau Pinang,Malaysia,,Automotive Engineering
Marketing Intern - Public Sales,201-500 employees ,Marketing & Communications,Shah Alam/Subang,Selangor,Malaysia,,Market Research & Analysis
CLINIC ASSISTANT,201-500 employees ,Healthcare & Medical,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,General Practitioners
Senior Human Resource Executive,201-500 employees ,Human Resources & Recruitment,Seberang Perai,Pulau Pinang,Malaysia,,Consulting & Generalist HR
Accounts Assistant,201-500 employees ,Accounting,Kajang/Bangi/Serdang,Selangor,Malaysia,,Assistant Accountants
Kindergarten Teacher,201-500 employees ,Education & Training,Gombak,Selangor,Malaysia,,Teaching - Early Childhood
"ASSOCIATE II, OPEX, BUDGET UNIT, FINANCE & STRATEGY",201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Analysis & Reporting
Account Officer / Executive (Outsourcing Firm RM3200 - RM5500),201-500 employees ,Accounting,Seberang Perai,Pulau Pinang,Malaysia,,Bookkeeping & Small Practice Accounting
Clerk Of  Work -Trackwork (COW),201-500 employees ,Construction,Petaling Jaya,Perlis,Malaysia,,Foreperson/Supervisors
ADMIN ASSISTANT CUM DESPATCH (Baking Ingredients Supply),201-500 employees ,Administration & Office Support,Shah Alam/Subang,Selangor,Malaysia,,Administrative Assistants
SALES SUPPORT MANAGER (REF:LN),201-500 employees ,Administration & Office Support,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Client & Sales Administration
Finance & HR Executive,201-500 employees ,Accounting,Petaling,Selangor,Malaysia,,Financial Accounting & Reporting
"ASSISTANT, FIELD TECHNICIAN",201-500 employees ,Engineering,Cheras, Federal Territory of Kuala Lumpur,Malaysia,,Maintenance
Graphic & Web Designer,201-500 employees ,Design & Architecture,Georgetown,Pulau Pinang,Malaysia,,Graphic Design
"Commis, Demi Chef",201-500 employees ,Hospitality & Tourism,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Chefs/Cooks
TB Channels Development & Management - Support Specialist,201-500 employees ,Banking & Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Banking - Corporate & Institutional
Customer Service Officer,201-500 employees ,Call Centre & Customer Service,Johor Bahru, Johor,Malaysia,,Customer Service - Call Centre
Account cum Admin Officer,201-500 employees ,Accounting,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Accounts Officers/Clerks
CUSTOMER SERVICE EXECUTIVE (Baking Ingredients Supply),201-500 employees ,"Manufacturing, Transport & Logistics",Shah Alam/Subang,Selangor,Malaysia,,Freight/Cargo Forwarding
Accounts Payable Executive,201-500 employees ,Accounting,Petaling,Selangor,Malaysia,,Bookkeeping & Small Practice Accounting
E-commerce Executive (Shopee/ Lazada/ Tiktok),201-500 employees ,Marketing & Communications,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Marketing Communications
Lecturer (Full-Time / Part-Time),201-500 employees ,Education & Training,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Teaching - Tertiary
Sales Representative (Frozen Seafood),201-500 employees ,Sales,Setapak, Federal Territory of Kuala Lumpur,Malaysia,,Sales Representatives/Consultants
Hotel Front Desk/ Reception,201-500 employees ,Hospitality & Tourism,Petaling,Selangor,Malaysia,,Front Office & Guest Services
O&M (Engineer/ Technician) - Renewable Energy,201-500 employees ,Engineering,Petaling Jaya,Perak,Malaysia,,Electrical/Electronic Engineering
Takaful / Sales Consultant,201-500 employees ,Sales,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Sales Representatives/Consultants
"Director, Manufacturing",201-500 employees ,"Manufacturing, Transport & Logistics",Georgetown,Pulau Pinang,Malaysia,,Management
Quality Engineer,201-500 employees ,"Manufacturing, Transport & Logistics",Seberang Perai,Pulau Pinang,Malaysia,,Quality Assurance & Control
Desktop Support Specialist,201-500 employees ,Information & Communication Technology,Petaling,Selangor,Malaysia,,Help Desk & IT Support
"Manager, Operations",201-500 employees ,Retail & Consumer Products,Petaling,Selangor,Malaysia,,Merchandisers
Senior Executive - Graphic Design,201-500 employees ,Design & Architecture,Petaling,Selangor,Malaysia,,Graphic Design
Tuition Teacher,201-500 employees ,Education & Training,Johor Bahru, Johor,Malaysia,,Teaching - Secondary
Business Developer (Remote),201-500 employees ,Information & Communication Technology,Kuala Lumpur, Federal Territory of Kuala Lumpur,Malaysia,,Product Management & Development
Maintenance Engineer (Internship),201-500 employees ,Engineering, Petaling Jaya,Selangor,Malaysia,,Electrical/Electronic Engineering
SAFETY AND HEALTH OFFICER,201-500 employees ,Engineering,Kinta,Perak,Malaysia,,Environmental Engineering
MARKETING EXECUTIVE,201-500 employees ,Marketing & Communications,Kuching,Sarawak,Malaysia,,Marketing Communications
SALES EXECUTIVE,201-500 employees ,Sales,Johor Bahru, Johor,Malaysia,,Sales Representatives/Consultants
Office & Administrative,201-500 employees ,Sales,Petaling,Selangor,Malaysia,,Account & Relationship Management
