,Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
301,Blockchain Security Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Bitcoin, Data Privacy, Ethereum, Information Security, Risk Analysis, Root Cause, Security Information and Event Management (SIEM), Threat Modeling, and TypeScript,Back-End Web Development"
302,"Specialist, Record to Report","5,001-10,000 employees ", Internet Marketplace Platforms,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/12/2023,"Accounting Standards, Accruals, Diverse Groups, Fixed Assets, General Accounts, General Ledgers, Ledger Management, Prepayment Processing, R2R, and Statutory Accounting Principles (SAP),Accounting Standards, Accruals, Diverse Groups, Fixed Assets, General Accounts, General Ledgers, Ledger Management, Prepayment Processing, R2R, and Statutory Accounting Principles (SAP)"
303,Experience Customer Experience Professional,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Credit Control, Customer Experience, Customer Satisfaction, Customer Satisfaction (CSAT), Key Performance Indicators, Order Management, Sales and Marketing, Statutory Accounting Principles (SAP), and Third-Party Logistics (3PL),Communication"
304,Platform Engineer,"1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/14/2023,",Troubleshooting"
305,Geotechnician,"10,001+ employees ", Professional Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Attention to Detail, Calibration, Earth Science, English, Geology, Geophysics, Hyperspectral Imaging, Numeracy, and Sensors,"
306,Clinical Research Associate I,"10,001+ employees ", Pharmaceutical Manufacturing,Petaling Jaya, Selangor, Malaysia,12/19/2023,"Clinical Research, Clinical Trials, Data Integrity, Good Clinical Practice (GCP), Regulatory Examinations, Site Identification, Site Visits, Terminology, and Written Communication,"
307,Quality Assurance Specialist,51-200 employees , Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/18/2023,","
308,Departmental Secretary,"1,001-5,000 employees ", Accounting,Petaling Jaya, Selangor, Malaysia,12/13/2023,"Company Secretarial Work, Computer Literacy, English, Internet Savvy, Interpersonal Communication, Travel Arrangements, Typing, and Web Conferencing,"
309,Procure to Pay Operations Associate,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"English, Expense Reports, Invoice Processing, Mandarin, Organization Skills, Purchase Orders, and Statutory Accounting Principles (SAP),"
310,Associate,"1,001-5,000 employees ", Insurance,Cyberjaya, Selangor, Malaysia,12/26/2023,"AIA, Change Requests, Customer Experience, Driving Results, Life Change, Performance Management, Presentations, Service Levels, and Service-Level Agreements (SLA),"
311,Operations Support Analyst,"1,001-5,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Audit Trail, Confidentiality, Customer Service, Negotiation, Operations, Operations Support, and Oral Communication,"
312,Associate,"1,001-5,000 employees ", Accounting,Ipoh, Perak, Malaysia,12/20/2023,"Certified Public Accounting, Economics, Finance, Financial Reporting, Financial Statements, Generally Accepted Accounting Principles (GAAP), Interpersonal Communication, and Sarbanes-Oxley Act,"
313,Data Test Analyst,11-50 employees , Human Resources Services,Ipoh, Perak, Malaysia,12/20/2023,"Data Models, Data Warehousing, Extract, Transform, Load (ETL), Integration Testing, Manual Testing, Stakeholder Management, and Warehouse Operations,"
314,Internal Audit Executive,"5,001-10,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/20/2023,","
315,Junior Account Executive,11-50 employees, Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"Account Management, Creative Agencies, English, Marketing, Medical Marketing, Presentation Skills, Presentations, Press Releases, and Public Relations,"
316,Junior Analyst,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/5/2024,"Computer Literacy, Data Processing, Mandarin, Online Research, and Relationship Building,"
317,Client Services Analyst,51-200 employees , Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/27/2023,",Accounting, Attitude Change, Client Services, Economics, Finance, Remote Work, Troubleshooting, and Visual Basic for Applications (VBA)"
318,Quality Assurance Test Analyst,51-200 employees , IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/14/2023,"Attention to Detail, Functional Testing, Manual Testing, Oral Communication, Test Cases, and Test Execution,"
319,Data Analyst,"5,001-10,000 employees ", Staffing and Recruiting,Shah Alam, Selangor, Malaysia,12/21/2023,","
320,Junior Analyst,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"Computer Literacy, Data Processing, Mandarin, Online Research, and Relationship Building,"
321,Consulting Analyst Program,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/2/2024,"Interpersonal Communication, Logical Reasoning, Logics, Presentations, and Untangle,"
322,"Analyst, Digital Distribution Solution","1,001-5,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/18/2023,","
323,Quality Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan, Penang, Malaysia,1/5/2024,","
324,Project Engineer,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Selangor,Selangor, Malaysia,1/4/2024,"Computer Literacy, Interpersonal Skills, Malay, and Purchase Orders,"
325,Associate,"1,001-5,000 employees ", Accounting,Petaling Jaya, Selangor, Malaysia,12/19/2023,"Business Continuity Management (BCM), Business Continuity Planning, Continuity Management, Crisis, Crisis Management, Facilitation, ISO 22301, Management Information Systems (MIS), and Presentations,"
326,Strategy & Operations,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,"Organization Skills, Performance Monitoring, Query Writing, Stakeholder Management, and Written Communication,"
327,Associate,"1,001-5,000 employees ", Insurance,Cyberjaya, Selangor, Malaysia,12/21/2023,"AIA, Change Requests, Customer Experience, Driving Results, Life Change, Performance Management, Presentations, Service Levels, and Service-Level Agreements (SLA),"
328,Quality Ops Tech,"10,001+ employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/2/2024,"Computer Literacy, Focal Point, ISPS Code, Interpersonal Skills, Key Performance Indicators, and Operations Management,"
329,Project Administrator,"10,001+ employees ", Hospitals and Health Care,Petaling Jaya, Selangor, Malaysia,1/2/2024,"Data Privacy, Data Protection Law, Interpersonal Skills, Oral Communication, Presentations, Project Coordination, Project Plans, Stakeholder Management, and Tracking Systems,"
330,Blockchain Security Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Bitcoin, Data Privacy, Ethereum, Information Security, Risk Analysis, Root Cause, Security Information and Event Management (SIEM), Threat Modeling, and TypeScript,"
331,QA Software Engineer,"501-1,000 employees ", Biotechnology Research,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/18/2023,"Attention to Detail, Computer Science, Interpersonal Communication, Manual Testing, QA Engineering, Software Testing, and Test Cases,"
332,Customer Support Engineer,"501-1,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"C#, Customer Experience Management, Customer Support, Doctrine (PHP), Escalation Process, PHP, REST APIs, and Ruby,"
333,Junior Business Development Officer,"5,001-10,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Finance, Google Sheets, Key Performance Indicators, Market Research, Sales, and Sales Processes,"
334,Technical Account,"10,001+ employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,","
335,Data Analyst,"1,001-5,000 employees ", Computers and Electronics Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Dashboards, Data Modeling, Key Performance Indicators, Pivot Tables, and Visualization,"
336,Logistics Analyst,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan, Penang, Malaysia,1/3/2024,"Customs Regulations, Inventory Management, and Record Keeping,"
337,Factory Compliance Analyst,"10,001+ employees ", Retail Apparel and Fashion,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/18/2023,",English and VBA Excel"
338,Analyst - PMO (SAP),"10,001+ employees ", Business Consulting and Services,Penang,Penang, Malaysia,12/30/2023,"Business Design, Implementation Methodology, Process Analysis, Reporting Requirements, SAP Configuration, SAP Implementation, SAP Products, Statutory Accounting Principles (SAP), and Training Material,"
339,TEST-1,"1,001-5,000 employees ", Banking,Selangor,Selangor, Malaysia,1/6/2024,"Communication Training, Daily Reports, Manual Testing, Oral Communication, Software Testing, Test Management, and Workload Prioritization,"
340,Reliability Engineer,"501-1,000 employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Failure Analysis, Fault Tree Analysis, Maintainability, Mechanical Engineering, Preventive Maintenance, Reliability, Reliability Centered Maintenance, and Reliability Engineering,"
341,Data Engineer,"1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/23/2023,"Apache Kafka, Cultural Diversity, Interpersonal Skills, JMeter, Java, Object-Oriented Programming (OOP), Postman API, and Programming Languages,"
342,Application Support Engineer,"1,001-5,000 employees ", Marketing Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/30/2023,"Application Support, C#, Interpersonal Communication, Postman API, Resolving Issues, Secure File Transfer Protocol (SFTP), Standby, and Troubleshooting,"
343,CRM Associate,"501-1,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,","
344,Product Support Agent,"1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/6/2024,"Customer Interaction, Customer Support, and Product Support,"
345,Proposal Writer Specialist,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/5/2024,"Attention to Detail, Bid Strategy, Communication Design, Information Design, Journalism, Proposal Writing, Request for Proposal (RFP), Typography, and Writing,"
346,Service Assurance Engineer,"1,001-5,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/30/2023,"Attention to Detail, DWDM, Interoperability, Layer 2, Multiprotocol Label Switching (MPLS), Network Engineering, Organization Skills, Synchronous Digital Hierarchy (SDH), and Team Motivation,"
347,Systems Engineer,"1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"Customer Service, System Administration, System Performance, Systems Engineering, and Troubleshooting,"
348,Regional - Data Analyst,"501-1,000 employees ", Insurance,Petaling Jaya, Selangor, Malaysia,12/29/2023,"Code of Ethics, Data Preparation, Datasets, Presentations, Quantitative Data, Visualization, and ggplot,"
349,"Junior Analyst, General Ledger","10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia,1/2/2024,","
350,Transaction Surveillance Analyst,"10,001+ employees ",Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2023,","
351,Developer,"10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Acceptance Testing, Cascading Style Sheets (CSS), Ember.js, Front-End Development, JSON, Java, and Written Communication,"
352,Regional Data Analyst,"5,001-10,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/2/2024,"Dashboards, Experimental Design, Hive, Key Accounts, Media Evaluation, and Statistical Analysis,"
353,Game Ambassador,"10,001+ employees ", Outsourcing and Offshoring Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"Coaching, Customer Support, English, Resolving Issues, and Social Media Marketing,"
354,Associate ,"1,001-5,000 employees ", Accounting,Petaling Jaya, Selangor, Malaysia,12/29/2023,"Business Process Re-engineering, Capacity Planning, Computer Science, Information Rights Management, Information Technology, JD Edwards, and Resource Planning,"
355,Data Analyst,11-50 employees , Outsourcing and Offshoring Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/27/2023,"Applied Mathematics, Computer Science, Data Architecture, Data Modeling, and Presentations,"
356,Sourcing Engineer ,"10,001+ employees ", Staffing and Recruiting,Selangor,Selangor, Malaysia,1/5/2024,"Computer Numerical Control (CNC), Cost Reduction, Handle Multiple Projects, Mechanical Engineering, Procurement, Source Development, and Supplier Quality,"
357,Service Technical Support Engineer,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Selangor,Selangor, Malaysia,1/5/2024,"Calming, Customer Support, Electrical Equipment, HVAC, Root Cause, Root Cause Analysis, Stressful Situations, and Troubleshooting,"
358,Experienced Associate - Level 1 Support,"10,001+ employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/27/2023,"Customer Service, Customer-Focused Service, Documentation, Enquiries, System Performance, and Troubleshooting,"
359,Analyst,1-10 employees, IT Services and IT Consulting,Skudai, Johor, Malaysia ,1/2/2024,"Computer Science, Oral Communication, and Skilled Multi-tasker,"
360,Procure to Pay Operations Associate,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/4/2024,"English, Expense Reports, Invoice Processing, Mandarin, Organization Skills, Purchase Orders, and Statutory Accounting Principles (SAP),"
361,Bid Management Specialist,"10,001+ employees ", Staffing and Recruiting,Petaling Jaya, Selangor, Malaysia,1/2/2023,"Bid Management, Bid Preparation, Bid Processes, Bid Writing, Government Procurement, Mandarin, Negotiation, Proposal Writing, Tender Management, and Tender Preparation,"
362,Associate – IT Audit,"1,001-5,000 employees ", Accounting,Petaling Jaya, Selangor, Malaysia,12/19/2023,"Analytics, Data Analytics, and Databases,"
363,Application Support Engineer,"1,001-5,000 employees ", Marketing Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/15/2023,"Databases and Problem Solving,"
364,CRM Associate,"501-1,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/30/2023,","
365,Product Support Agent,"1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Communication, Critical Thinking, and Problem Solving,"
366,Proposal Writer Specialist ,"10,001+ employees ", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Communication,Attention to Detail, Bid Strategy, Communication Design, Information Design, Journalism, Proposal Writing, Request for Proposal (RFP), Typography, and Writing"
367,Service Assurance Engineer,"1,001-5,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/2/2024,"Communication,Attention to Detail, DWDM, Interoperability, Layer 2, Multiprotocol Label Switching (MPLS), Network Engineering, Organization Skills, Synchronous Digital Hierarchy (SDH), and Team Motivation"
368,"Junior Analyst, General Ledger (APAC)","10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia ,12/29/2023,"Accounting Issues, Balance Sheet Review, Balance Sheets, Consultation, International Financial Reporting Standards (IFRS), Key Performance Indicators, Language Skills, Ledger Management, Statutory Accounting Principles (SAP), and Work Instructions,"
369,Transaction Surveillance Analyst,"10,001+ employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/5/2024,"Analytical Skills, Communication, and Data Analysis,Anti-Money Laundering, Attention to Detail, Certification Testing, Counter-Terrorist Financing, Follow-through Skills, Knowledge Acquisition, and Surveillance"
370,"Associate, AML Transaction Risk Monitoring","10,001+ employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/30/2023,"Analytical Skills and Communication,Back-end Operations, Business Continuity, Business Continuity Planning, Business Relationship Management, Command, Due Diligence, English, and Reports Analysis"
371,Junior Technical Consultant ,1-10 employees, Marketing Services,Cheras, Selangor, Malaysia,12/7/2023,"English, Filming, Malay, Marketing, Microsoft SQL Server, Negotiation, Product Delivery, Programming, Team Leadership, and Training,English, Filming, Malay, Marketing, Microsoft SQL Server, Negotiation, Product Delivery, Programming, Team Leadership, and Training"
372,Customer Engineer - Thermal,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Taman Pulau Pinang, Penang, Malaysia ,1/3/2024,"Communication,Breakdown, Computer Literacy, Customer Interaction, Customer Service, Fault Finding, Service Availability, Service-Level Agreements (SLA), Solid Professional Standards, and Stressful Situations"
373,Recruiting Coordinator,"10,001+ employees ", Hospitals and Health Care,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/5/2023,"Problem Solving,Administration, Administrative Assistance, Human Resources (HR), Interviewing, Onboarding, Organization Skills, Presentations, Workload Prioritization, and Written Communication"
374,Operations Management Trainee,201-500 employees , Marketing Services,Kuantan, Pahang, Malaysia,12/12/2023,"Problem Solving · Critical Thinking · Communication · Presentations · Interpersonal Skills,Problem Solving · Critical Thinking · Communication · Presentations · Interpersonal Skills"
375,Training Executive-Southern Region,"10,001+ employees ", Insurance,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/6/2023,"Analytical Skills,Brochures, Business Insights, Coaching, Financial Systems, Market Segmentation, Presentations, Sales Processes, Training, and Variance Analysis"
376,Infrastructure Engineer - Database,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/4/2023,"Communication, Databases, and Problem Management,Cloud Computing, Configuration Management, Linux, Optimization, Powershell, Scripting, and Shell Scripting"
377,SW Test Engineer,"10,001+ employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"API Testing, Computer Science, Manual Testing, Root Cause, Software Projects, Software Testing, Test Cases, Test Execution, Test Procedures, and Testing Tools,API Testing, Computer Science, Manual Testing, Root Cause, Software Projects, Software Testing, Test Cases, Test Execution, Test Procedures, and Testing Tools"
378,Sales Coordinator,1-10 employees, Marketing Services,Shah Alam, Selangor, Malaysia ,12/13/2023,"Communication, Microsoft PowerPoint, and Teamwork,Administration, Customer Satisfaction, Microsoft Products, Office Administration, Purchase Orders, Sales Operations, and Sales Processes"
379,Delivery Consultant,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/27/2023,"Communication, Databases, and Problem Solving,Candidate Management, Defining Requirements, Ocean, Performance Motivation, Relationship Building, Relationship Development, and Tech Savy"
380,Digital Solutions Engineer,"501-1,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Project Management · Problem Solving · Communication · Optical Character Recognition (OCR) · Process Automation,Project Management · Problem Solving · Communication · Optical Character Recognition (OCR) · Process Automation"
381,Audit Junior ,51-200 employees , Accounting,Petaling Jaya, Selangor, Malaysia ,11/30/2023,"Financial Audits,Economics, External Audits, Financial Statements, Internal Audits, Internal Controls, MYOB, Organization Skills, U.S. GAAP Reporting, and U.S. Generally Accepted Accounting Principles (GAAP)"
382,Airfreight Junior Executive,"10,001+ employees "," Transportation, Logistics, Supply Chain and Storage",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/1/2023,"Microsoft Excel, Microsoft PowerPoint, Problem Solving, and Teamwork,Air Freight, Government Regulations, Logistics Management, Marketing, Sales Contracts, and Sales Negotiation"
383,MicroStrategy BI Engineer,201-500 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Analytics, Data Analytics, Data Mining, Python (Programming Language), and SQL,Business Intelligence (BI), Business Intelligence Tools, Clarity, Emerging Trends, and MicroStrategy"
384,Admin Assistant,51-200 employees , Financial Services,Petaling Jaya, Selangor, Malaysia,1/3/2024,"Communication,Communication Training, English, General Administration, Interpersonal Communication, Interpersonal Skills, Oral Communication, Phone Etiquette, Presentations, and Receptionist Duties"
385,Central Key User - SAP QM & Lab System,"10,001+ employees ", Motor Vehicle Manufacturing,Petaling Jaya, Selangor, Malaysia,1/4/2024,"Communication,English, Intercultural Skills, Language Skills, R3, SAP HANA, SAP Products, SAP Quality Management (QM), Statutory Accounting Principles (SAP), and System Software"
386,Teaching Assistant,51-200 employees , E-learning,Bandar Baru Bangi, Selangor, Malaysia ,11/27/2023,"Communication, Problem Solving, and Teamwork,Assistant Teaching, Communication Training, Conflict Resolution, Malay, Observation, Oral Communication, and Working with Children"
387,"Associate, AML Transaction Risk Monitoring","10,001+ employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/29/2023,"Analytical Skills and Communication,Back-end Operations, Business Continuity, Business Continuity Planning, Business Relationship Management, Command, Due Diligence, English, and Reports Analysis"
388,Customer Quality Engineer,"10,001+ employees ", Marketing Services,Cyberjaya, Selangor, Malaysia,11/28/2023,"Product Quality and Quality Management,Corrective Actions, Corrective and Preventive Action (CAPA), Customer Quality, Failure Mode and Effects Analysis (FMEA), SAP ERP, SAP FICO, SAP Products, and Troubleshooting"
389,IT Analyst,"10,001+ employees ", Semiconductor Manufacturing,Bayan Lepas, Penang, Malaysia,1/8/2024,"Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP),Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP)"
390,Supply Planner I,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Penang, Penang, Malaysia,1/3/2024,"Communication,Cost Reduction, Demand Planning, Market Analysis, Negotiation, Organization Skills, Procurement, Production Planning, Purchase Requisitions, and Strategic Procurement"
391,Inventory Associate,"1,001-5,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Communication and Problem Solving,Attention to Detail, Inbound Marketing, Inventory Control, Order Picking, and Skilled Multi-tasker"
392,Customer Production Support Engineer,"5,001-10,000 employees ", Semiconductor Manufacturing,UEP Subang Jaya, Selangor, Malaysia,1/2/2023,"Communication and Problem Solving,Face-to-face Communication, Job Skills, Oral Communication, Product Service, Product Support, Production Support, Visual Basic, and Visual Basic for Applications (VBA)"
393,Security Engineer,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Cloud Security, Cybersecurity, Ethical Hacking, Information Security, Network Security, Penetration Testing, Project Documentation, Troubleshooting, Vulnerability Assessment, and Vulnerability Management,Cloud Security, Cybersecurity, Ethical Hacking, Information Security, Network Security, Penetration Testing, Project Documentation, Troubleshooting, Vulnerability Assessment, and Vulnerability Management"
394,Officer,"10,001+ employees ", Semiconductor Manufacturing,Telok Panglima Garang, Selangor, Malaysia ,11/30/2023,"Communication, Data Analytics, and Teamwork,Administration, Computer Literacy, Human Resources (HR), Insurance Policies, New Hires, Organization Skills, and Social Sciences"
395,Proposal Engineer GI,"10,001+ employees ", Industrial Machinery Manufacturing,Klang, Selangor, Malaysia,1/6/2024,"Communication and Technical Documentation,Computer Literacy, Customer Relationship Management (CRM), Enquiries, Invitation to Tender, Mechanical Systems, OSM, Quotations, and Quote"
396,Industrial Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan, Penang, Malaysia,12/4/2023,"Analytical Skills and Communication,Capacity Analysis, Capital Expenditures, Industrial Engineering, Optimization, Presentation Skills, Presentations, Production Planning, and Statistical Data Analysis"
397,Support Center Analyst,"1,001-5,000 employees ", IT Services and IT Consulting,Shah Alam, Selangor, Malaysia,11/29/2023,"Communication,Contact Centers, Customer Service, Email Etiquette, Etiquette, Help Desk Support, Information Technology, Support Center, Ticketing Systems, and Written Communication"
398,Reliability Engineer,"501-1,000 employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Maintenance Management,Failure Analysis, Fault Tree Analysis, Maintainability, Mechanical Engineering, Preventive Maintenance, Reliability, Reliability Centered Maintenance, and Reliability Engineering"
399,Admin Assistant,"10,001+ employees ", Pharmaceutical Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/27/2023,"Communication and Problem Solving,Event Management, HP Products, Phone Etiquette, Purchase Orders, Receptionist Duties, Therapeutic Areas, Workload Prioritization, and Written Communication"
400,Customer Support Representative,201-500 employees , Computer Games,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Communication, Problem Solving, and Technical Support,Customer Experience, Customer Support, English, Performance Metrics, Phone Etiquette, Russian, and System Performance"
401,Fresh Graduate Development Program (FGDP),"10,001+ employees ", Semiconductor Manufacturing,Penang,Penang, Malaysia,1/8/2024,"Communication and Problem Solving,Documentation, Reliability, Reliability Testing, and Skilled Multi-tasker"
402,Associate - Audit Assurance,"1,001-5,000 employees ", Accounting,Johor Baharu, Johor, Malaysia,12/13/2023,"Communication and Problem Solving,Certified Public Accounting, Economics, Finance, Financial Reporting, Financial Statements, Interpersonal Communication, Sarbanes-Oxley Act, and Statutory Audits"
403,Customer Quality Engineer,"1,001-5,000 employees ", Marketing Services,Cyberjaya, Selangor, Malaysia ,11/29/2023,"Product Quality and Quality Management,Corrective Actions, Corrective and Preventive Action (CAPA), Customer Quality, Failure Mode and Effects Analysis (FMEA), SAP ERP, SAP FICO, SAP Products, and Troubleshooting"
404,ITA nalyst,"10,001+ employees ", Semiconductor Manufacturing,Bayan Lepas, Penang, Malaysia,1/9/2024,"Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP),Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP)"
405,Supply Planner I,"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing",Bayan Lepas, Penang, Malaysia,1/9/2024,"Cost Reduction, Demand Planning, Market Analysis, Negotiation, Organization Skills, Procurement, Production Planning, Purchase Requisitions, and Strategic Procurement,"
406,Inventory Associate,"1,001-5,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Attention to Detail, Inbound Marketing, Inventory Control, Order Picking, and Skilled Multi-tasker,"
407,Claims Representative ,"10,001+ employees ", Hospitals and Health Care,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/4/2023,"Claim Investigation, Claims Handling, Claims Management, Claims Processing, Confidentiality, Cost Management, Data Entry, Legal Liability, Medical Terminology, and Timing,"
408,Reliability Engineer,"501-1,000 employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/12/2023,"Failure Analysis, Fault Tree Analysis, Maintainability, Mechanical Engineering, Preventive Maintenance, Reliability, Reliability Centered Maintenance, and Reliability Engineering,"
409,Audit Assistants,51-200 employees , Accounting,Subang Jaya, Selangor, Malaysia,11/30/2023,"Audit Reports, Economics, External Audits, Internal Audits, Internal Controls, Premises, and Tax Preparation,"
410,"Executive, Account Payable","1,001-5,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Accounting Standards, Accounts Payable (AP), English, Office Application, Service-Level Agreements (SLA), Statutory Accounting Principles (SAP), and Writing,"
